June 2010
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,49,35,30,42,41,33,22,29,22,19,15,15,17,23,28,34,23,26,28,37,46,51,34,54,30,36,31,29,30,13
,Houston Aldine C8/AF108/X150 ,2,Reg,65,40,35,49,52,47,32,37,27,23,17,18,22,27,38,42,28,33,41,50,63,61,NV,50,43,46,44,37,NV,21
,Channelview C15/AH115 ,3,Reg,46,36,35,46,41,38,27,28,22,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Northwest Harris Co. C26/A110/X154,2,Reg,61,40,39,52,48,45,36,35,30,27,24,22,24,28,33,40,27,29,39,39,59,61,47,31,42,44,42,35,36,23
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,46,38,41,54,41,41,33,39,23,20,16,16,18,23,31,32,22,27,28,32,41,52,41,46,36,37,33,33,35,22
,Seabrook Friendship Park C45,1,Reg,40,36,44,59,38,36,35,32,21,19,15,16,19,20,29,29,19,22,23,29,36,48,38,30,38,34,31,29,31,22
,Houston Bayland Park C53/A146 ,1,Reg,43,34,37,53,43,32,28,32,22,22,16,15,18,20,24,34,20,21,28,26,34,39,34,35,30,31,31,28,40,19
,Conroe Relocated C78/A321,1,Reg,68,43,36,42,54,47,28,28,22,32,30,28,28,38,43,49,36,41,47,45,66,60,46,33,49,42,50,25,27,20
,Houston Regional Office C81,1,Reg,40,31,31,46,39,29,19,25,19,16,12,13,17,19,26,29,19,20,25,28,34,38,28,31,26,34,28,NV,29,14
,Manvel Croix Park C84,1,Reg,41,33,39,56,40,31,30,32,24,19,15,16,18,22,32,32,23,23,25,24,31,38,33,29,31,31,30,25,33,23
,Clinton C403/C304/AH113 ,3,Reg,44,31,29,49,40,33,25,34,21,18,13,14,18,20,28,28,21,22,25,31,38,43,33,40,31,36,30,26,34,19
,Houston North Wayside C405/C1033,1,Reg,48,31,26,43,40,35,23,29,21,18,14,15,18,21,25,32,21,23,30,37,45,45,28,45,30,36,32,29,29,17
,Houston Monroe C406,1,Reg,36,31,34,45,35,29,27,30,21,20,14,14,16,20,26,27,21,21,22,23,28,38,33,28,29,31,25,24,32,20
,Lang C408,2,Reg,46,36,36,46,46,39,21,25,22,21,17,17,19,22,29,38,22,25,32,30,44,46,33,NV,NV,34,33,35,31,17
,Houston Croquet C409,2,Reg,41,33,37,54,42,31,28,NV,23,22,16,15,18,20,26,33,20,21,28,24,30,38,34,32,32,31,31,25,41,20
,Houston Westhollow C410/C3003,1,Reg,41,33,39,53,44,34,28,32,21,19,16,17,18,21,24,33,20,21,24,26,32,39,28,33,28,31,29,28,40,20
,Houston Texas Avenue C411,1,Reg,40,29,28,41,39,32,21,26,21,18,14,14,17,20,26,29,20,20,24,27,35,40,30,30,29,35,29,29,35,18
,Park Place C416,1,Reg,45,35,35,50,NV,NA,NA,NV,24,21,16,16,19,23,30,32,23,24,26,28,35,45,37,33,32,38,31,28,35,19
,Sheldon C551,1,Non,55,37,37,48,46,43,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,38,42,28,30,19
,Baytown Wetlands Center C552,1,Non,43,37,43,51,39,36,32,28,23,20,16,17,21,21,33,31,21,24,30,33,40,45,38,32,36,33,33,27,35,21
,Crosby Library C553,1,Non,69,52,49,50,56,49,NV,NA,NA,NA,NA,NA,NA,NA,NV,46,28,38,47,47,60,56,39,52,40,37,41,28,32,20
,West Houston C554,1,Non,48,33,39,52,44,40,26,33,24,23,19,19,21,24,28,39,24,25,32,28,43,47,35,37,33,35,34,32,41,22
,Mercer Arboretum C557,1,Non,73,45,38,46,58,53,31,35,29,28,23,24,NV,36,45,52,34,42,50,57,71,69,50,54,47,49,51,23,32,22
,Tom Bass C558,1,Non,37,33,37,52,38,29,26,29,21,17,14,15,18,20,29,30,21,21,23,24,30,38,33,29,30,30,27,27,35,20
,Katy Park C559,1,Non,43,32,36,52,40,32,27,32,23,19,14,15,17,19,23,30,18,19,22,26,39,39,34,29,33,31,33,25,41,22
,Atascocita C560,1,Non,66,43,39,46,52,45,27,33,26,23,19,21,23,29,NV,NV,31,37,43,53,70,69,44,69,41,42,48,33,31,NV
,Meyer Park C561,1,Non,62,37,39,48,52,47,35,34,30,26,23,21,23,31,36,46,31,35,42,43,60,61,46,42,44,48,42,37,34,22
,Bunker Hill Village C562,1,Non,47,36,35,51,47,38,23,27,22,22,17,16,19,23,26,35,22,23,29,30,38,44,32,35,25,30,31,30,37,17
,Clear Brook High School C570,1,Non,37,32,39,53,37,28,30,31,22,19,14,15,17,20,29,25,20,22,21,25,30,44,34,30,32,32,27,25,29,20
,Clear Creek High School C571,1,Non,36,33,42,57,34,29,32,31,18,17,15,15,17,19,29,28,19,21,21,29,29,48,35,33,37,34,29,32,29,22
,Clear Lake High School C572,1,Non,41,36,42,56,39,36,33,33,21,18,15,15,17,20,29,29,20,23,23,29,31,48,37,33,36,34,31,31,32,22
,HRM-3 Haden Road C603/A114 ,1,Non,47,33,32,46,36,29,NV,NA,NA,NA,NV,13,16,21,28,33,21,25,28,35,43,50,32,55,30,33,31,23,33,17
,Wallisville Road C617 ,1,Non,55,42,47,48,47,42,31,34,28,25,20,19,24,29,37,39,24,33,38,43,48,49,39,60,41,35,34,32,37,22
,Danciger C618 ,1,Non,34,31,43,51,37,25,29,38,23,20,18,17,19,20,26,28,21,20,22,21,24,31,29,26,27,30,29,27,31,26
,Mustang Bayou C619 ,1,Non,33,35,43,50,37,28,29,29,21,19,17,15,19,21,30,28,21,22,20,20,24,35,30,26,27,25,25,24,24,20
,Texas City 34th St. C620 ,1,Non,32,33,44,57,33,27,29,27,18,16,13,13,17,20,28,25,19,18,17,19,28,45,33,28,30,28,27,28,25,20
,UH Moody Tower C695,1,Non,49,40,43,58,49,42,32,36,31,27,21,20,24,28,36,39,28,29,31,34,43,51,44,40,38,44,35,41,42,24
,U of H-Sugarland C696,1,Non,NA,NA,NV,50,40,30,34,35,20,18,15,16,18,20,24,29,19,NV,22,25,34,35,30,29,29,30,29,26,44,22
,UH Coastal Center C697,1,Non,33,38,43,56,36,29,32,29,21,19,16,16,18,18,30,27,19,20,17,19,28,43,37,32,30,28,27,29,26,22
,UH WG Jones Forest C698,1,Non,82,48,39,53,63,60,35,36,32,36,33,33,31,43,NV,NV,41,47,58,58,80,80,60,42,62,54,60,35,36,25
,UH West Liberty C699,1,Non,47,41,38,33,44,41,21,28,26,21,18,17,22,29,34,39,25,35,41,38,49,43,33,38,37,32,31,27,28,19
,Lynchburg Ferry C1015/A165 ,1,Reg,46,41,39,48,40,38,32,35,25,20,18,16,20,21,30,32,23,26,29,36,49,48,42,52,42,34,37,29,37,23
,Lake Jackson C1016 ,1,Reg,30,28,43,45,33,24,27,32,18,16,15,15,16,17,26,25,16,17,17,17,20,31,24,25,26,26,25,21,24,18
,Galveston 99th St. C1034/A320/X183,1,Reg,34,38,40,55,40,28,NV,27,19,17,15,15,17,23,28,25,18,16,18,18,29,39,34,15,22,25,23,24,18,NA

July 2010
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
,Sheldon C551,1,Non,32,27,24,23,22,27,22,26,28,29,29,21,23,25,29,21,22,29,32,32,32,31,22,25,23,23,25,23,32,28,21
,Baytown Wetlands Center C552,1,Non,30,21,19,16,13,16,17,18,23,27,20,10,13,18,23,17,11,23,27,24,23,19,15,19,17,14,10,9,24,25,15
,West Houston C554,1,Non,36,27,23,21,15,25,13,21,23,28,31,13,18,21,25,15,19,27,30,29,36,30,18,28,27,28,27,23,35,28,25
,La Porte Sylvan Beach C556,1,Non,40,27,26,17,14,27,22,19,26,32,32,15,19,20,27,19,16,21,30,27,26,19,17,27,17,16,10,12,32,30,20
,Mercer Arboretum C557,1,Non,33,30,27,27,25,28,25,27,29,32,31,24,24,28,30,24,25,30,34,32,33,34,25,30,31,30,29,25,33,31,24
,Tom Bass C558,1,Non,34,23,21,16,11,26,9,18,20,29,30,13,19,21,22,19,16,23,26,30,34,17,19,25,23,23,21,17,32,28,19
,Katy Park C559,1,Non,30,23,20,18,14,22,12,19,22,25,27,12,15,16,23,12,15,22,28,24,31,29,15,24,23,23,20,17,33,24,21
,Atascocita C560,1,Non,34,27,21,18,15,22,15,19,23,28,29,12,15,19,26,15,16,25,31,32,32,34,16,25,22,23,21,15,31,28,14
,Meyer Park C561,1,Non,28,22,18,16,12,18,12,17,19,21,23,11,13,17,21,10,14,22,27,24,28,28,13,22,20,22,19,17,29,24,15
,Bunker Hill Village C562,1,Non,33,22,20,18,13,24,10,19,21,26,26,11,18,21,25,12,16,25,30,26,34,26,16,25,24,24,22,18,35,27,19
,Huffman Wolf Road C563,1,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,37,23,24,23,34,24,23,34,41,42,44,47,22,33,30,30,33,27,32,34,20
,Clear Brook High School C570,1,Non,38,28,24,16,12,31,17,19,24,33,33,16,22,21,26,22,16,25,31,36,38,22,19,27,25,24,22,20,35,31,22
,Clear Creek High School C571,1,Non,34,25,21,14,11,31,20,17,23,29,32,17,22,20,23,20,15,21,30,34,38,22,18,24,22,20,18,18,33,28,23
,HRM-3 Haden Road C603/A114 ,1,Non,36,24,23,19,14,25,12,20,24,25,32,8,19,21,25,18,16,27,31,28,36,29,16,24,23,21,23,19,34,26,16
,Wallisville Road C617 ,1,Non,42,30,29,23,20,33,23,25,32,34,35,20,25,24,31,21,17,30,38,37,41,34,22,34,29,28,32,23,40,31,23
,Danciger C618 ,1,Non,41,30,21,18,15,33,16,19,24,34,34,23,25,23,30,22,18,26,32,33,35,24,20,26,25,25,21,19,38,32,24
,Texas City 34th St. C620 ,1,Non,45,35,33,22,21,37,29,27,33,39,36,27,25,26,32,29,21,30,38,36,44,26,24,31,29,26,21,22,41,38,37
,UH Moody Tower C695,1,Non,36,22,21,19,12,29,9,19,24,29,34,18,23,22,27,21,18,24,30,30,38,23,22,30,27,28,22,20,36,28,24
,U of H-Sugarland C696,1,Non,42,27,21,21,15,30,13,19,21,33,35,NV,24,24,25,22,20,26,NV,NV,39,26,21,29,27,29,28,22,36,31,27
,UH Coastal Center C697,1,Non,40,31,28,18,18,29,26,23,29,38,37,24,24,19,NV,27,18,26,32,37,42,21,22,30,27,25,22,20,37,33,31
,UH WG Jones Forest C698,1,Non,40,32,29,24,18,24,20,23,26,30,33,20,22,21,28,15,20,29,36,35,40,40,16,32,29,30,23,24,39,30,24
,UH West Liberty C699,1,Non,NV,28,22,19,16,21,17,NV,28,31,31,19,20,21,30,20,16,27,36,41,NV,NV,17,28,24,23,26,19,36,29,15
,Lynchburg Ferry C1015/A165 ,1,Reg,39,26,25,17,13,24,9,8,20,26,25,NV,12,13,19,16,13,15,23,21,29,14,14,22,16,11,NV,12,20,25,16
,Lake Jackson C1016 ,1,Reg,43,35,25,19,17,37,26,21,29,40,39,29,26,22,29,29,20,27,32,41,38,24,24,31,29,29,25,21,39,36,28
,Baytown Garth C1017,1,Reg,41,27,23,19,16,30,22,24,31,33,31,18,22,22,30,20,16,24,33,NV,34,30,17,29,26,25,30,21,38,30,19
,Galveston 99th St. C1034/A320/X183,1,Reg,45,40,36,20,18,35,30,25,30,42,41,29,24,21,34,31,21,30,37,30,45,26,28,31,29,22,19,20,40,43,41

January 2017
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,27,34,31,11,12,29,29,35,31,36,36,36,28,32,28,30,22,20,18,30,37,37,36,44,28,25,28,36,39,44,46
,Houston Aldine C8/AF108/X150 ,2,Reg,26,35,36,11,13,28,31,35,28,33,32,35,30,32,28,28,16,5,13,30,37,37,NV,NA,NA,NV,35,38,40,45,48
,Channelview C15/AH115 ,3,Reg,25,36,37,13,14,31,35,35,31,34,32,20,29,29,25,27,21,18,17,26,38,37,39,40,37,31,36,41,42,41,45
,Northwest Harris Co. C26/A110/X154,2,Reg,27,34,36,16,15,32,34,38,33,35,35,36,33,37,30,28,20,9,18,30,36,38,41,40,39,33,38,39,43,NV,44
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,25,NV,36,11,12,27,30,36,33,36,35,36,28,31,27,27,20,22,22,30,35,36,36,40,32,28,35,36,40,43,43
,Seabrook Friendship Park C45,1,Reg,24,34,43,18,14,29,35,43,39,41,36,30,36,36,30,NV,NA,NA,NA,NA,NA,NA,NV,43,32,28,37,40,44,48,49
,Houston Bayland Park C53/A146 ,1,Reg,27,33,36,10,12,29,31,35,32,35,34,35,32,32,30,28,18,7,13,33,35,38,40,39,37,31,34,39,40,45,46
,Conroe Relocated C78/A321,1,Reg,29,38,39,16,16,32,35,41,37,37,38,41,39,40,33,31,23,9,20,32,39,40,45,47,42,35,41,43,45,51,52
,Manvel Croix Park C84,1,Reg,29,40,44,11,14,31,34,38,36,38,37,38,34,37,33,32,19,22,25,34,39,41,45,44,38,31,36,44,45,48,46
,Clinton C403/C304/AH113 ,3,Reg,27,33,26,13,13,28,31,36,29,32,31,32,31,33,27,26,19,18,11,28,33,35,30,40,34,33,38,35,39,32,38
,Houston North Wayside C405/C1033,1,Reg,25,32,28,12,13,28,29,35,27,29,29,NV,NV,28,28,25,13,6,7,24,29,34,33,38,32,28,34,35,38,37,40
,Houston Monroe C406,1,Reg,24,31,34,10,11,27,28,33,29,35,33,32,29,30,27,24,18,18,18,26,30,34,36,35,25,24,25,35,37,40,36
,Lang C408,2,Reg,24,33,34,10,11,28,30,34,28,33,32,33,27,29,27,25,14,2,11,30,32,36,37,37,31,25,29,38,40,42,42
,Houston Croquet C409,2,Reg,28,35,39,10,12,29,31,36,34,36,35,37,33,35,31,29,20,13,13,32,36,37,41,40,35,29,33,40,42,45,43
,Houston Westhollow C410/C3003,1,Reg,26,34,37,11,11,28,32,35,33,33,33,34,33,33,29,27,16,4,16,32,34,36,39,39,36,31,33,38,39,45,43
,Park Place C416,1,Reg,26,33,34,9,11,27,29,36,32,NA,NV,34,30,32,28,27,19,20,15,31,34,35,36,39,31,28,31,37,39,40,40
,Sheldon C551,1,Non,25,31,32,22,22,29,31,32,29,30,30,28,27,28,28,28,22,20,20,27,31,32,35,34,33,31,33,35,35,36,36
,Baytown Wetlands Center C552,1,Non,16,20,24,13,13,25,28,32,28,23,20,21,21,21,20,18,16,17,13,20,22,28,29,28,27,27,31,31,32,33,34
,West Houston C554,1,Non,27,34,37,13,14,30,33,37,34,35,35,35,34,36,30,28,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,La Porte Sylvan Beach C556,1,Non,14,24,35,NV,NA,NA,NA,NA,NA,NA,NV,14,16,17,15,15,NV,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Mercer Arboretum C557,1,Non,28,31,32,25,25,31,34,35,32,34,33,33,33,34,32,30,26,24,25,30,33,37,34,35,35,33,35,37,37,37,38
,Tom Bass C558,1,Non,25,31,34,10,12,27,28,34,31,34,32,32,30,31,28,26,17,19,18,29,32,34,36,37,31,26,30,36,38,41,40
,Katy Park C559,1,Non,24,31,34,13,5,23,28,32,28,30,28,28,28,30,26,23,16,7,15,25,30,34,35,34,33,30,33,36,38,39,36
,Atascocita C560,1,Non,20,30,31,12,13,28,29,34,31,31,32,32,29,30,28,27,15,7,10,25,31,34,36,38,34,28,34,37,37,NV,NA
,Meyer Park C561,1,Non,19,26,28,11,12,25,27,30,19,26,27,29,25,27,23,23,12,6,11,23,26,30,33,32,31,25,30,33,33,37,36
,Bunker Hill Village C562,1,Non,21,31,34,12,12,28,31,33,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Huffman Wolf Road C563,1,Non,30,39,41,17,18,34,38,42,43,43,42,43,38,39,34,34,22,17,19,39,42,45,50,53,45,38,43,47,47,50,53
,Clear Brook High School C570,1,Non,24,35,38,15,12,20,NV,36,36,36,35,37,30,32,29,29,24,24,24,32,36,37,40,42,33,31,33,39,42,46,44
,Clear Creek High School C571,1,Non,23,35,41,11,10,23,29,31,32,NV,32,33,28,29,22,27,22,22,23,30,35,39,39,38,34,26,30,40,43,44,43
,HRM-3 Haden Road C603/A114 ,1,Non,27,36,34,13,14,31,33,35,31,32,34,35,26,28,30,29,22,18,18,31,38,38,NV,42,35,31,35,39,41,44,45
,Wallisville Road C617 ,1,Non,35,41,42,16,17,34,38,41,38,38,36,42,36,38,36,34,25,26,22,39,41,41,NV,41,37,33,38,41,42,42,46
,Danciger C618 ,1,Non,27,35,41,12,NV,29,33,38,NA,NA,NV,37,35,39,31,29,25,23,22,NA,NA,NA,NV,42,39,32,39,41,43,49,45
,Texas City 34th St. C620 ,1,Non,29,38,44,17,17,32,38,41,39,39,37,40,35,40,28,34,33,29,31,34,40,42,44,45,36,37,42,42,45,49,49
,UH Moody Tower C695,1,Non,29,37,40,10,12,29,32,38,34,NV,36,36,30,31,28,29,21,18,18,34,38,40,42,41,34,31,36,41,43,46,45
,U of H-Sugarland C696,1,Non,28,37,39,12,13,NV,33,38,38,38,38,37,37,40,33,30,24,8,20,35,38,39,44,NV,NV,31,35,40,42,49,47
,UH Coastal Center C697,1,Non,27,38,41,16,13,26,33,38,38,38,36,39,31,35,32,32,31,28,30,33,36,38,43,42,35,33,39,41,43,46,45
,UH WG Jones Forest C698,1,Non,28,37,NV,15,16,32,35,40,33,37,38,40,37,40,NV,NA,NA,NA,NA,NV,40,41,47,45,42,36,42,45,47,52,50
,UH West Liberty C699,1,Non,28,NV,NA,NA,NA,30,34,38,NV,35,34,38,NV,33,30,30,18,19,16,34,39,37,44,43,37,31,38,NV,NA,NV,47
,Lynchburg Ferry C1015/A165 ,1,Reg,15,26,25,10,4,20,25,34,28,29,29,20,28,30,23,24,20,16,16,21,29,25,30,35,24,22,26,28,29,33,39
,Lake Jackson C1016 ,1,Reg,29,37,44,17,12,31,35,40,40,41,40,41,38,40,35,33,NV,28,27,31,39,42,47,44,38,32,40,43,45,50,47
,Baytown Garth C1017,1,Reg,32,31,35,13,14,29,33,39,36,34,32,39,33,36,30,30,15,18,17,35,36,37,41,42,37,32,39,41,43,43,48
,Galveston 99th St. C1034/A320/X183,1,Reg,31,36,45,13,15,31,37,44,43,42,41,41,36,36,32,35,33,31,31,31,38,42,50,NV,38,37,42,42,46,55,51
,Oyster Creek C1607 ,1,Non,31,39,45,16,11,28,33,39,39,38,37,39,38,40,33,31,32,26,28,35,34,34,36,35,30,29,34,38,39,41,38

February 2017
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,41,31,25,25,30,28,37,41,40,34,23,30,25,26,33,44,27,40,22,23,31,52,52,45,39,51,30,28
,Houston Aldine C8/AF108/X150 ,2,Reg,40,33,31,26,30,27,39,44,40,33,22,32,28,29,39,40,26,45,23,33,39,56,54,49,41,52,31,29
,Channelview C15/AH115 ,3,Reg,37,38,31,23,27,26,34,44,40,24,20,27,25,29,39,42,28,34,18,29,36,49,34,49,42,47,21,26
,Northwest Harris Co. C26/A110/X154,2,Reg,39,32,31,25,29,26,33,44,41,37,20,27,29,30,39,45,26,40,23,33,38,47,52,46,39,49,37,28
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,30,35,28,27,28,26,34,39,44,34,21,26,26,27,37,47,34,39,21,29,37,56,49,48,40,49,28,25
,Seabrook Friendship Park C45,1,Reg,40,33,33,31,30,29,35,37,52,35,24,27,29,30,37,51,42,38,22,33,38,62,53,46,43,51,26,27
,Houston Bayland Park C53/A146 ,1,Reg,33,29,27,24,26,25,32,41,42,35,20,28,25,28,38,45,27,38,20,27,38,55,52,47,44,49,32,27
,Conroe Relocated C78/A321,1,Reg,46,38,33,28,33,30,39,49,40,40,26,34,34,30,44,50,39,49,26,38,44,51,65,49,44,55,42,35
,Manvel Croix Park C84,1,Reg,41,34,29,31,31,29,36,44,53,38,24,28,27,32,44,52,34,40,22,34,45,61,52,51,47,51,32,28
,Clinton C403/C304/AH113 ,3,Reg,33,32,33,28,29,25,28,36,46,31,22,29,26,27,37,42,31,38,22,29,36,48,43,42,44,48,27,24
,Houston North Wayside C405/C1033,1,Reg,34,30,32,23,26,24,27,36,41,31,18,29,25,27,34,39,23,37,22,28,33,27,47,41,40,49,29,25
,Houston Monroe C406,1,Reg,32,28,21,24,23,21,28,33,36,29,19,22,22,26,31,40,27,31,18,24,34,NV,41,41,35,41,24,22
,Lang C408,2,Reg,37,28,27,24,26,24,32,40,37,34,20,29,23,27,36,39,25,38,19,24,36,49,49,44,39,46,31,26
,Houston Croquet C409,2,Reg,38,31,27,28,29,26,34,42,45,37,21,29,26,30,40,48,30,41,21,29,39,55,51,47,43,49,32,27
,Houston Westhollow C410/C3003,1,Reg,38,31,30,24,27,25,33,41,42,36,19,28,24,26,38,44,26,38,21,30,37,53,49,44,42,47,33,26
,Park Place C416,1,Reg,37,30,26,27,27,26,31,37,43,34,22,27,25,27,36,44,30,37,21,26,34,52,46,44,40,46,30,25
,Sheldon C551,1,Non,32,32,31,27,28,27,32,36,36,27,24,29,28,29,34,35,28,31,23,29,33,41,35,37,35,38,25,27
,Baytown Wetlands Center C552,1,Non,16,26,27,23,17,17,23,30,35,27,14,18,20,22,30,39,24,22,14,20,25,39,36,30,32,38,18,15
,La Porte Sylvan Beach C556,1,Non,NA,NV,20,19,17,18,21,22,28,19,15,16,18,18,24,28,22,20,15,18,22,27,28,23,23,28,16,16
,Mercer Arboretum C557,1,Non,35,34,34,32,32,31,33,38,35,32,27,32,31,33,35,35,31,37,29,31,34,38,40,37,36,41,29,28
,Tom Bass C558,1,Non,35,30,26,27,26,24,30,37,45,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Katy Park C559,1,Non,31,28,28,20,25,21,19,35,36,30,16,25,23,26,35,39,25,32,19,30,34,43,42,40,39,43,27,20
,Meyer Park C561,1,Non,31,26,26,21,23,21,27,36,31,29,18,25,24,23,32,34,19,33,19,24,30,35,42,36,33,38,27,23
,Huffman Wolf Road C563,1,Non,45,43,38,34,31,33,43,54,51,44,29,41,30,33,47,51,40,52,27,38,46,62,53,56,49,57,37,32
,Clear Brook High School C570,1,Non,NV,33,28,29,27,28,33,35,48,37,22,25,26,29,NV,52,34,36,20,30,39,54,49,46,42,48,29,25
,Clear Creek High School C571,1,Non,NV,35,27,26,26,24,32,NV,NV,32,20,26,22,28,NV,39,28,35,16,24,38,52,41,40,37,41,23,21
,HRM-3 Haden Road C603/A114 ,1,Non,38,35,32,24,30,28,37,43,46,34,22,30,28,30,39,45,26,40,22,30,38,55,49,49,44,50,26,27
,Wallisville Road C617 ,1,Non,38,41,34,31,29,30,37,47,43,38,23,31,31,31,40,48,38,42,24,37,41,57,56,52,42,52,31,28
,Danciger C618 ,1,Non,40,35,30,29,31,28,33,36,50,40,24,26,27,32,42,54,32,38,23,35,41,55,49,49,51,50,32,28
,Texas City 34th St. C620 ,1,Non,41,39,36,37,32,33,31,38,53,44,27,27,32,32,42,NV,NV,38,25,39,44,65,NV,47,45,54,34,30
,UH Moody Tower C695,1,Non,40,32,32,NV,NA,NV,36,43,45,38,10,12,25,31,40,50,38,39,20,31,40,58,51,48,44,50,32,27
,U of H-Sugarland C696,1,Non,42,31,30,30,32,29,35,43,53,40,23,30,28,30,40,52,34,41,24,33,40,57,51,47,50,50,34,28
,UH Coastal Center C697,1,Non,37,34,32,35,29,30,29,33,48,NV,NA,NA,NA,NA,NA,NV,38,33,22,34,41,59,50,45,45,51,29,27
,UH WG Jones Forest C698,1,Non,43,39,33,27,33,29,40,49,40,36,25,35,33,31,45,51,34,49,26,36,45,54,63,50,44,55,41,33
,UH West Liberty C699,1,Non,39,36,32,28,28,29,37,46,43,37,22,33,30,29,39,47,34,45,21,33,39,49,53,47,39,47,28,24
,Lynchburg Ferry C1015/A165 ,1,Reg,31,29,22,23,21,22,28,34,33,22,18,22,23,24,26,41,28,26,17,23,29,46,42,39,31,42,18,21
,Lake Jackson C1016 ,1,Reg,41,37,33,34,32,31,29,33,NV,NV,24,24,28,32,43,54,33,37,23,34,42,54,51,49,51,51,32,27
,Baytown Garth C1017,1,Reg,37,40,34,31,30,32,39,48,51,45,25,31,31,28,38,47,36,40,24,36,40,57,57,52,44,54,33,28
,Galveston 99th St. C1034/A320/X183,1,Reg,40,40,34,39,36,37,27,36,49,43,25,27,31,35,41,58,46,42,26,44,45,69,58,54,50,57,34,34
,Oyster Creek C1607 ,1,Non,32,33,28,30,28,NV,21,28,44,43,19,24,27,31,NV,49,31,31,22,28,38,49,47,41,42,49,33,25

March 2017
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,37,37,48,39,39,34,29,30,30,24,26,25,25,34,38,39,45,43,44,45,45,50,48,37,49,46,40,35,25,43,55
,Houston Aldine C8/AF108/X150 ,2,Reg,42,42,49,38,39,32,33,37,31,24,21,27,31,34,39,38,45,46,47,48,48,53,50,40,49,49,45,38,29,46,58
,Channelview C15/AH115 ,3,Reg,42,42,46,38,37,26,32,31,27,21,28,29,31,37,38,40,41,37,39,42,43,45,41,35,54,41,37,28,26,45,50
,Northwest Harris Co. C26/A110/X154,2,Reg,43,44,49,37,37,33,34,39,30,27,24,28,33,41,43,39,42,41,41,44,45,47,49,39,41,46,45,40,39,42,55
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,39,42,48,44,42,35,32,34,31,25,28,26,31,39,40,41,43,38,40,42,44,45,46,37,53,43,37,31,29,46,55
,Seabrook Friendship Park C45,1,Reg,38,44,55,46,44,36,36,35,30,26,31,30,30,41,44,44,45,39,38,42,40,42,45,39,53,43,34,32,36,50,59
,Houston Bayland Park C53/A146 ,1,Reg,42,45,49,42,39,33,33,33,30,27,26,26,33,37,40,41,42,39,40,40,44,44,45,36,46,44,38,35,35,44,52
,Conroe Relocated C78/A321,1,Reg,47,48,56,37,41,32,34,44,37,30,25,32,34,41,47,43,50,55,48,51,54,63,59,42,48,56,51,47,40,43,70
,Manvel Croix Park C84,1,Reg,46,47,51,47,43,35,35,37,31,28,30,30,38,39,43,42,46,42,42,44,44,46,47,38,50,46,40,34,34,48,56
,Clinton C403/C304/AH113 ,3,Reg,39,44,47,42,41,33,32,31,27,24,28,28,31,34,39,37,40,40,41,38,39,41,39,36,45,44,36,32,26,39,51
,Houston North Wayside C405/C1033,1,Reg,40,41,46,38,38,31,31,29,29,23,25,26,28,31,37,36,41,42,42,40,40,45,46,34,43,44,38,35,22,38,52
,Houston Monroe C406,1,Reg,33,35,41,40,37,30,28,27,23,20,22,22,25,29,35,34,36,32,33,35,32,35,34,29,39,33,29,24,22,38,45
,Lang C408,2,Reg,37,40,44,35,35,31,32,30,27,24,19,26,29,34,37,36,40,40,41,42,42,NV,NA,NV,43,43,41,33,30,41,50
,Houston Croquet C409,2,Reg,41,43,48,42,39,34,28,35,30,26,27,26,33,38,41,41,41,39,40,42,43,43,45,36,47,44,37,35,33,44,52
